lv0,lv1,lv2,aux
전북특별자치도,군산시,산북동,산북동
전북특별자치도,군산시,삼학동,삼학동
전북특별자치도,군산시,서수면,서수리 축동리 마룡리 관원리 금암리 화등리
전북특별자치도,군산시,서흥남동,서흥남동
전북특별자치도,군산시,선양동,선양동
전북특별자치도,군산시,성산면,여방리 창오리 성덕리 대명리 산곡리 둔덕리 도암리 고봉리
전북특별자치도,군산시,소룡동,소룡동
전북특별자치도,군산시,송창동,송창동
전북특별자치도,군산시,송풍동,송풍동
전북특별자치도,군산시,수송동,수송동
전북특별자치도,군산시,신관동,신관동
전북특별자치도,군산시,신영동,신영동
전북특별자치도,군산시,신창동,신창동
전북특별자치도,군산시,신풍동,신풍동
전북특별자치도,군산시,신흥동,신흥동
전북특별자치도,군산시,영동,영동
전북특별자치도,군산시,영화동,영화동
전북특별자치도,군산시,오룡동,오룡동
전북특별자치도,군산시,오식도동,오식도동
전북특별자치도,군산시,옥구읍,이곡리 수산리 선제리 상평리 오곡리 옥정리 어은리
전북특별자치도,군산시,옥도면,대장도리 선유도리 비안도리 어청도리 말도리 관리도리 장자도리 죽도리 신시도리 야미도리 두리도리 연도리 무녀도리 개야도리
전북특별자치도,군산시,옥산면,옥산리 남내리 금성리 당북리 쌍봉리
전북특별자치도,군산시,옥서면,선연리 옥봉리
전북특별자치도,군산시,월명동,월명동
전북특별자치도,군산시,임피면,술산리 미원리 월하리 축산리 읍내리 보석리 영창리
전북특별자치도,군산시,장미동,장미동
전북특별자치도,군산시,장재동,장재동
전북특별자치도,군산시,조촌동,조촌동
전북특별자치도,군산시,죽성동,죽성동
전북특별자치도,군산시,중동,중동
전북특별자치도,군산시,지곡동,지곡동
전북특별자치도,군산시,창성동,창성동
전북특별자치도,군산시,평화동,평화동
전북특별자치도,군산시,해망동,해망동
전북특별자치도,군산시,회현면,학당리 고사리 금광리 대정리 원우리 세장리 월연리 증석리
전북특별자치도,김제시,갈공동,갈공동
전북특별자치도,김제시,검산동,검산동
전북특별자치도,김제시,공덕면,저산리 제말리 마현리 공덕리 황산리 동계리 회룡리
전북특별자치도,김제시,광활면,옥포리 창제리 은파리
전북특별자치도,김제시,교동,교동
전북특별자치도,김제시,금구면,금구리 옥성리 월전리 오봉리 용지리 서도리 용복리 산동리 대화리 선암리 낙성리 하신리 청운리
전북특별자치도,김제시,금산면,삼봉리 금성리 원평리 선동리 구월리 성계리 장흥리 용호리 용산리 화율리 쌍용리 청도리 금산리
전북특별자치도,김제시,난봉동,난봉동
전북특별자치도,김제시,도장동,도장동
전북특별자치도,김제시,만경읍,만경리 대동리 화포리 몽산리 송상리 소토리 장산리
전북특별자치도,김제시,명덕동,명덕동
전북특별자치도,김제시,백구면,부용리 백구리 학동리 월봉리 유강리 삼정리 반월리 마산리 영상리 석담리
전북특별자치도,김제시,백산면,석교리 조종리 상정리 부거리 상리 수록리 하서리 하정리
전북특별자치도,김제시,백학동,백학동
전북특별자치도,김제시,복죽동,복죽동
전북특별자치도,김제시,봉남면,구정리 내광리 화봉리 대송리 용신리 신호리 신응리 행촌리 종덕리 회성리 평사리
전북특별자치도,김제시,부량면,용성리 대평리 월승리 금강리 신용리 신두리 옥정리
전북특별자치도,김제시,상동동,상동동
전북특별자치도,김제시,서암동,서암동
전북특별자치도,김제시,서정동,서정동
전북특별자치도,김제시,성덕면,대석리 성덕리 대목리 묘라리 석동리 남포리
전북특별자치도,김제시,순동,순동
전북특별자치도,김제시,신곡동,신곡동
전북특별자치도,김제시,신덕동,신덕동
전북특별자치도,김제시,신월동,신월동
전북특별자치도,김제시,신풍동,신풍동
전북특별자치도,김제시,양전동,양전동
전북특별자치도,김제시,연정동,연정동
전북특별자치도,김제시,오정동,오정동
전북특별자치도,김제시,옥산동,옥산동
전북특별자치도,김제시,요촌동,요촌동
전북특별자치도,김제시,용동,용동
전북특별자치도,김제시,용지면,장신리 예촌리 반교리 구암리 봉의리 부교리 효정리 용수리 신정리 와룡리 용암리 송산리
전북특별자치도,김제시,월봉동,월봉동
전북특별자치도,김제시,월성동,월성동
전북특별자치도,김제시,입석동,입석동
전북특별자치도,김제시,장화동,장화동
전북특별자치도,김제시,제월동,제월동
전북특별자치도,김제시,죽산면,서포리 연포리 죽산리 신흥리 옥성리 홍산리 종신리 대창리
전북특별자치도,김제시,진봉면,정당리 가실리 심포리 고사리 상궐리
전북특별자치도,김제시,청하면,관상리 월현리 장산리 동지산리 대청리
전북특별자치도,김제시,하동,하동
전북특별자치도,김제시,황산동,황산동
전북특별자치도,김제시,황산면,홍정리 남산리 봉월리 진흥리 용마리 쌍감리
전북특별자치도,김제시,흥사동,흥사동
전북특별자치도,남원시,갈치동,갈치동
전북특별자치도,남원시,고죽동,고죽동
전북특별자치도,남원시,광치동,광치동
전북특별자치도,남원시,금동,금동
전북특별자치도,남원시,금지면,하도리 옹정리 귀석리 서매리 방촌리 상귀리 입암리 신월리 창산리 상신리 택내리
전북특별자치도,남원시,내척동,내척동
전북특별자치도,남원시,노암동,노암동
전북특별자치도,남원시,대강면,월탄리 송대리 방산리 입암리 옥택리 평촌리 사석리 강석리 방동리 풍산리 생암리 수홍리 신덕리
전북특별자치도,남원시,대산면,금성리 수덕리 풍촌리 대곡리 신계리 길곡리 운교리 옥율리
전북특별자치도,남원시,덕과면,용산리 신양리 덕촌리 사율리 고정리 만도리
전북특별자치도,남원시,도통동,도통동
전북특별자치도,남원시,동충동,동충동
전북특별자치도,남원시,보절면,도룡리 신파리 금다리 서치리 성시리 황벌리 진기리 괴양리 사촌리
전북특별자치도,남원시,사매면,오신리 계수리 서도리 월평리 화정리 인화리 관풍리 대신리 대율리
전북특별자치도,남원시,산곡동,산곡동
전북특별자치도,남원시,산내면,장항리 입석리 부운리 내령리 대정리 중황리 덕동리 백일리
전북특별자치도,남원시,산동면,월석리 부절리 태평리 식련리 목동리 대상리 대기리
전북특별자치도,남원시,송동면,세전리 흑송리 송상리 장국리 양평리 영동리 두신리 송내리 연산리 송기리 신평리 사촌리 장포리
전북특별자치도,남원시,수지면,유암리 남창리 산정리 호곡리 초리 고평리
전북특별자치도,남원시,식정동,식정동
전북특별자치도,남원시,신정동,신정동
전북특별자치도,남원시,신촌동,신촌동
전북특별자치도,남원시,쌍교동,쌍교동
전북특별자치도,남원시,아영면,구상리 의지리 갈계리 봉대리 두락리 성리 청계리 일대리 인풍리 월산리 아곡리
전북특별자치도,남원시,어현동,어현동
전북특별자치도,남원시,왕정동,왕정동
전북특별자치도,남원시,용정동,용정동
전북특별자치도,남원시,운봉읍,동천리 주촌리 덕산리 산덕리 가산리 서천리 공안리 장교리 북천리 용산리 신기리 권포리 행정리 매요리 화수리 준향리 임리
전북특별자치도,남원시,월락동,월락동
전북특별자치도,남원시,이백면,강기리 과립리 내동리 남계리 척문리 양가리 효기리 서곡리 초촌리 평촌리
전북특별자치도,남원시,인월면,인월리 건지리 성산리 중군리 서무리 자래리 상우리 취암리 유곡리
전북특별자치도,남원시,조산동,조산동
전북특별자치도,남원시,주생면,정송리 영천리 중동리 내동리 낙동리 상동리 제천리 지당리 도산리
전북특별자치도,남원시,주천면,호기리 배덕리 용담리 송치리 고기리 은송리 장안리 주천리 호경리 용궁리 덕치리
전북특별자치도,남원시,죽항동,죽항동
전북특별자치도,남원시,천거동,천거동
전북특별자치도,남원시,하정동,하정동
전북특별자치도,남원시,향교동,향교동
전북특별자치도,남원시,화정동,화정동
전북특별자치도,무주군,무주읍,오산리 가옥리 대차리 읍내리 용포리 당산리 내도리 장백리
전북특별자치도,무주군,무풍면,현내리 덕지리 삼거리 금평리 은산리 지성리 철목리 증산리
전북특별자치도,무주군,부남면,대유리 장안리 가당리 굴암리 대소리 고창리
전북특별자치도,무주군,설천면,소천리 두길리 장덕리 삼공리 대불리 청량리 기곡리 심곡리 길산리 미천리
전북특별자치도,무주군,안성면,죽천리 장기리 사전리 덕산리 진도리 공진리 공정리 금평리
전북특별자치도,무주군,적상면,방이리 사천리 북창리 포내리 삼가리 사산리 괴목리 삼유리
전북특별자치도,부안군,계화면,창북리 계화리 의복리 궁안리 양산리
전북특별자치도,부안군,동진면,봉황리 내기리 본덕리 하장리 증산리 당상리 장등리 동전리 안성리
전북특별자치도,부안군,백산면,금판리 덕신리 하청리 대수리 원천리 신평리 용계리 거룡리 죽림리 대죽리 오곡리 평교리
전북특별자치도,부안군,변산면,도청리 중계리 지서리 운산리 마포리 대항리 격포리
전북특별자치도,부안군,보안면,월천리 유천리 상입석리 부곡리 상림리 남포리 영전리 신복리 우동리 하입석리
전북특별자치도,부안군,부안읍,옹중리 외하리 선은리 봉덕리 신운리 연곡리 내요리 모산리 동중리 서외리 신흥리 행중리
전북특별자치도,부안군,상서면,고잔리 청림리 장동리 감교리 용서리 통정리 가오리
전북특별자치도,부안군,위도면,진리 식도리 거륜리 상왕등리 정금리 대리 치도리 하왕등리
전북특별자치도,부안군,주산면,동정리 돈계리 소산리 갈촌리 백석리 사산리 덕림리 소주리
전북특별자치도,부안군,줄포면,파산리 줄포리 난산리 우포리 신리 장동리 대동리
전북특별자치도,부안군,진서면,운호리 석포리 곰소리 진서리
전북특별자치도,부안군,하서면,석상리 백련리 청호리 언독리 장신리
전북특별자치도,부안군,행안면,삼간리 역리 신기리 대초리 진동리
전북특별자치도,순창군,구림면,구산리 화암리 금천리 운남리 구암리 월정리 구곡리 성곡리 율북리 안정리 방화리 운북리 자양리 금창리
전북특별자치도,순창군,금과면,방성리 청용리 목동리 수양리 매우리 방축리 장장리 대성리 내동리 남계리 동전리 발산리 고례리
전북특별자치도,순창군,동계면,관전리 구미리 신흥리 내령리 어치리 서호리 유산리 수정리 수장리 주월리 현포리 동심리 이동리
전북특별자치도,순창군,복흥면,서마리 답동리 봉덕리 농암리 반월리 산정리 동산리 화양리 금월리 석보리 정산리 대방리 상송리 주평리 하리 지선리 어은리
전북특별자치도,순창군,순창읍,순화리 신남리 장덕리 가남리 백산리 남계리 교성리 복실리
전북특별자치도,순창군,쌍치면,탕곡리 옥산리 중안리 용전리 오봉리 신성리 방산리 둔전리 쌍계리 전암리 학선리 금평리 도고리 종암리 금성리 종곡리 양신리 운암리 시산리
전북특별자치도,순창군,유등면,창신리 무수리 건곡리 외이리 오교리 유촌리
전북특별자치도,순창군,인계면,지산리 가성리 심초리 쌍암리 탑리 도룡리 마흘리 세룡리 중산리 노동리 갑동리
전북특별자치도,순창군,적성면,평남리 운림리 고원리 대산리 석산리 괴정리 내월리 지북리
전북특별자치도,순창군,팔덕면,장안리 서흥리 덕천리 광암리 산동리 용산리 청계리 창덕리 구룡리 월곡리
전북특별자치도,순창군,풍산면,대가리 죽곡리 죽전리 금곡리 반월리 용내리 우곡리 한내리 삼촌리 유정리 상촌리 두승리
전북특별자치도,완주군,경천면,가천리 용복리 경천리
전북특별자치도,완주군,고산면,소향리 읍내리 화정리 율곡리 남봉리 서봉리 양야리 어우리 성재리 오산리 삼기리
전북특별자치도,완주군,구이면,광곡리 덕천리 백여리 원기리 항가리 두현리 계곡리 안덕리 평촌리
전북특별자치도,완주군,동상면,수만리 사봉리 신월리 대아리
전북특별자치도,완주군,봉동읍,율소리 제내리 고천리 은하리 낙평리 구암리 신성리 용암리 둔산리 구만리 성덕리 구미리 장구리 장기리
전북특별자치도,완주군,비봉면,대치리 수선리 소농리 내월리 이전리 백도리 봉산리
전북특별자치도,완주군,삼례읍,해전리 후정리 구와리 수계리 신탁리 하리 삼례리 신금리 어전리 석전리
전북특별자치도,완주군,상관면,마치리 용암리 죽림리 신리 의암리
전북특별자치도,완주군,소양면,해월리 신원리 화심리 명덕리 죽절리 신교리 신촌리 황운리 대흥리
전북특별자치도,완주군,용진읍,상운리 신지리 운곡리 간중리 상삼리 용흥리 구억리
전북특별자치도,완주군,운주면,완창리 고당리 구제리 산북리 장선리 금당리
전북특별자치도,완주군,이서면,은교리 상개리 금계리 갈산리 남계리 이성리 금평리 용서리 이문리 반교리
전북특별자치도,완주군,화산면,우월리 운곡리 화평리 화월리 운제리 승치리 춘산리 와룡리 종리 운산리 성북리
전북특별자치도,익산시,갈산동,갈산동
전북특별자치도,익산시,금강동,금강동
전북특별자치도,익산시,금마면,서고도리 산북리 기양리 용순리 신용리 갈산리 동고도리
전북특별자치도,익산시,남중동,남중동
전북특별자치도,익산시,낭산면,삼담리 구평리 성남리 낭산리 석천리 용기리 호암리
전북특별자치도,익산시,덕기동,덕기동
전북특별자치도,익산시,동산동,동산동
전북특별자치도,익산시,마동,마동
전북특별자치도,익산시,만석동,만석동
전북특별자치도,익산시,망성면,장선리 화산리 신작리 어량리 내촌리 무형리
전북특별자치도,익산시,목천동,목천동
전북특별자치도,익산시,부송동,부송동
전북특별자치도,익산시,삼기면,간촌리 용연리 오룡리 연동리 기산리 서두리
전북특별자치도,익산시,석암동,석암동
전북특별자치도,익산시,석왕동,석왕동
전북특별자치도,익산시,석탄동,석탄동
전북특별자치도,익산시,성당면,대선리 두동리 와초리 부곡리 갈산리 성당리 장선리
전북특별자치도,익산시,송학동,송학동
전북특별자치도,익산시,신동,신동
전북특별자치도,익산시,신용동,신용동
전북특별자치도,익산시,신흥동,신흥동
전북특별자치도,익산시,어양동,어양동
전북특별자치도,익산시,여산면,원수리 태성리 여산리 호산리 두여리 제남리
전북특별자치도,익산시,영등동,영등동
전북특별자치도,익산시,오산면,장신리 목천리 송학리 남전리 영만리 신지리 오산리
전북특별자치도,익산시,왕궁면,광암리 동용리 쌍제리 발산리 동봉리 동촌리 도순리 용화리 온수리 평장리 흥암리 왕궁리 구덕리
전북특별자치도,익산시,용동면,구산리 흥왕리 화배리 용성리 화실리 대조리
전북특별자치도,익산시,용안면,덕용리 용두리 석동리 송산리 동지산리 법성리 창리 중신리 칠목리 교동리 난포리
전북특별자치도,익산시,용제동,용제동
전북특별자치도,익산시,웅포면,입점리 고창리 송천리 웅포리 대붕암리 맹산리 제성리
전북특별자치도,익산시,월성동,월성동
전북특별자치도,익산시,은기동,은기동
전북특별자치도,익산시,임상동,임상동
전북특별자치도,익산시,정족동,정족동
전북특별자치도,익산시,주현동,주현동
전북특별자치도,익산시,춘포면,인수리 오산리 천서리 삼포리 춘포리 창평리 천동리 용연리 덕실리 쌍정리 신동리
전북특별자치도,익산시,팔봉동,팔봉동
전북특별자치도,익산시,평화동,평화동
전북특별자치도,익산시,함라면,금성리 신목리 신대리 다망리 함열리 신등리
전북특별자치도,익산시,함열읍,다송리 와리 석매리 흘산리 남당리 용지리
전북특별자치도,익산시,현영동,현영동
전북특별자치도,익산시,황등면,율촌리 황등리 신성리 용산리 신기리 죽촌리 구자리 동연리
전북특별자치도,임실군,강진면,부흥리 용수리 백련리 필봉리 학석리 회진리 방현리 갈담리 문방리 옥정리
전북특별자치도,임실군,관촌면,관촌리 방현리 운수리 도봉리 덕천리 방수리 용산리 신전리 상월리 병암리 슬치리 복흥리 회봉리
전북특별자치도,임실군,덕치면,회문리 두지리 일중리 물우리 가곡리 장암리 사곡리 천담리
전북특별자치도,임실군,삼계면,오지리 덕계리 삼은리 후천리 봉현리 어은리 삼계리 홍곡리 산수리 세심리 두월리 뇌천리 학정리 죽계리
전북특별자치도,임실군,성수면,양지리 오류리 도인리 삼봉리 성수리 삼청리 태평리 오봉리 왕방리 월평리 봉강리
전북특별자치도,임실군,신덕면,금정리 오궁리 삼길리 월성리 신덕리 조월리 신흥리 지장리 수천리
전북특별자치도,임실군,신평면,용암리 가덕리 호암리 대리 덕암리 원천리 창인리
전북특별자치도,임실군,오수면,오암리 오수리 주천리 둔덕리 대명리 용두리 둔기리 금암리 신기리 군평리 오산리 봉천리 대정리 용정리
전북특별자치도,임실군,운암면,운정리 학암리 청운리 운암리 선거리 쌍암리 지천리 용운리 입석리 운종리 금기리 마암리 월면리 사양리
전북특별자치도,임실군,임실읍,신안리 금성리 현곡리 장재리 이도리 신정리 두곡리 성가리 갈마리 오정리 두만리 정월리 망전리 감성리 대곡리 이인리
전북특별자치도,임실군,지사면,영천리 관기리 안하리 방계리 원산리 계산리 금평리
전북특별자치도,임실군,청웅면,옥석리 구고리 청계리 남산리 두복리 옥전리 향교리 석두리
전북특별자치도,장수군,계남면,가곡리 호덕리 장안리 궁양리 화음리 침곡리 신전리 화양리
전북특별자치도,장수군,계북면,농소리 어전리 매계리 월현리 원촌리 양악리 임평리
전북특별자치도,장수군,번암면,지지리 노단리 죽림리 사암리 교동리 유정리 국포리 대론리 죽산리 논곡리 동화리
전북특별자치도,장수군,산서면,신창리 하월리 이룡리 쌍계리 오성리 마하리 봉서리 백운리 사계리 사상리 건지리 동화리 오산리 학선리
전북특별자치도,장수군,장계면,삼봉리 금덕리 오동리 무농리 송천리 금곡리 대곡리 명덕리 장계리 월강리
전북특별자치도,장수군,장수읍,선창리 식천리 수분리 동촌리 용계리 장수리 대성리 노하리 노곡리 송천리 두산리 덕산리 개정리
전북특별자치도,장수군,천천면,연평리 삼고리 비룡리 남양리 월곡리 장판리 용광리 춘송리 봉덕리 오봉리
전북특별자치도,전주시,덕진구,용정동 장동 여의동 도덕동 고랑동 만성동 산정동 화전동 금상동 반월동 원동 강흥동 금암동 남정동 도도동 중동 진북동 성덕동
전북특별자치도,전주시,완산구,색장동 중노송동 석구동 고사동 동완산동 서서학동 대성동 동서학동 전동 상림동 남노송동 태평동 중인동 원당동 서노송동 서신동 용복동 교동
전북특별자치도,정읍시,감곡면,통석리 용곽리 방교리 대신리 유정리 화봉리 진흥리 승방리 오주리 삼평리 계룡리
전북특별자치도,정읍시,고부면,백운리 남복리 신흥리 만화리 입석리 용흥리 만수리 신중리 고부리 덕안리 장문리 관청리 강고리
전북특별자치도,정읍시,공평동,공평동
전북특별자치도,정읍시,과교동,과교동
전북특별자치도,정읍시,교암동,교암동
전북특별자치도,정읍시,구룡동,구룡동
전북특별자치도,정읍시,금붕동,금붕동
전북특별자치도,정읍시,내장동,내장동
전북특별자치도,정읍시,농소동,농소동
전북특별자치도,정읍시,덕천면,상학리 도계리 신월리 달천리 우덕리 하학리
전북특별자치도,정읍시,망제동,망제동
전북특별자치도,정읍시,부전동,부전동
전북특별자치도,정읍시,북면,한교리 신평리 태곡리 화해리 마정리 복흥리 보림리 승부리 장학리 남산리
전북특별자치도,정읍시,산내면,매죽리 능교리 예덕리 종성리 장금리 두월리
전북특별자치도,정읍시,산외면,목욕리 화죽리 종산리 정량리 오공리 상두리 동곡리 평사리
전북특별자치도,정읍시,삼산동,삼산동
전북특별자치도,정읍시,상동,상동
전북특별자치도,정읍시,상평동,상평동
전북특별자치도,정읍시,소성면,보화리 중광리 신천리 애당리 용정리 기린리 주천리 등계리 고교리 화룡리
전북특별자치도,정읍시,송산동,송산동
전북특별자치도,정읍시,수성동,수성동
전북특별자치도,정읍시,시기동,시기동
전북특별자치도,정읍시,신월동,신월동
전북특별자치도,정읍시,신정동,신정동
전북특별자치도,정읍시,신태인읍,백산리 청천리 신용리 구석리 양괴리 신태인리 화호리 신덕리 연정리 우령리 육리
전북특별자치도,정읍시,쌍암동,쌍암동
전북특별자치도,정읍시,연지동,연지동
전북특별자치도,정읍시,영원면,장재리 신영리 앵성리 후지리 운학리 풍월리 은선리
전북특별자치도,정읍시,영파동,영파동
전북특별자치도,정읍시,옹동면,용호리 칠석리 비봉리 오성리 산성리 상산리 매정리
전북특별자치도,정읍시,용계동,용계동
전북특별자치도,정읍시,용산동,용산동
전북특별자치도,정읍시,이평면,하송리 팔선리 산매리 오금리 장내리 두전리 평령리 마항리 청량리 창동리 두지리
전북특별자치도,정읍시,입암면,등천리 지선리 접지리 하부리 대흥리 봉양리 천원리 마석리 단곡리 연월리 신면리
전북특별자치도,정읍시,장명동,장명동
전북특별자치도,정읍시,정우면,대산리 회룡리 우산리 산북리 장순리 수금리 우일리 화천리 대사리 초강리
전북특별자치도,정읍시,진산동,진산동
전북특별자치도,정읍시,칠보면,수청리 와우리 백암리 반곡리 시산리 무성리 축현리
전북특별자치도,정읍시,태인면,매계리 오봉리 태성리 궁사리 거산리 고천리 태창리 증산리 태서리 태흥리 태남리 낙양리 오류리 박산리
전북특별자치도,정읍시,하모동,하모동
전북특별자치도,정읍시,하북동,하북동
전북특별자치도,정읍시,흑암동,흑암동
전북특별자치도,진안군,동향면,학선리 신송리 능금리 대량리 성산리 자산리
전북특별자치도,진안군,마령면,평지리 강정리 덕천리 계서리 동촌리
전북특별자치도,진안군,백운면,백암리 동창리 노촌리 평장리 신암리 운교리 반송리 덕현리 남계리
전북특별자치도,진안군,부귀면,봉암리 신정리 두남리 궁항리 수항리 세동리 오룡리 거석리 황금리
전북특별자치도,진안군,상전면,용평리 구룡리 수동리 주평리 갈현리 월포리
전북특별자치도,진안군,성수면,신기리 좌산리 중길리 구신리 좌포리 용포리 도통리 외궁리
전북특별자치도,진안군,안천면,신괴리 백화리 노성리 삼락리
전북특별자치도,진안군,용담면,와룡리 수천리 옥거리 송풍리 월계리 호계리
전북특별자치도,진안군,정천면,갈용리 월평리 망화리 봉학리 모정리
전북특별자치도,진안군,주천면,운봉리 주양리 용덕리 대불리 신양리 무릉리
전북특별자치도,진안군,진안읍,반월리 정곡리 운산리 연장리 죽산리 가막리 군하리 물곡리 단양리 오천리 가림리 구룡리 군상리
제주특별자치도,서귀포시,강정동,강정동
제주특별자치도,서귀포시,남원읍,한남리 하례리 신례리 신흥리 수망리 남원리 의귀리 태흥리 위미리
제주특별자치도,서귀포시,대정읍,가파리 상모리 보성리 인성리 구억리 신평리 무릉리 안성리 하모리 영락리 동일리 일과리 신도리
제주특별자치도,서귀포시,대포동,대포동
제주특별자치도,서귀포시,도순동,도순동
제주특별자치도,서귀포시,동홍동,동홍동
제주특별자치도,서귀포시,법환동,법환동
제주특별자치도,서귀포시,보목동,보목동
제주특별자치도,서귀포시,상예동,상예동
제주특별자치도,서귀포시,상효동,상효동
제주특별자치도,서귀포시,색달동,색달동
제주특별자치도,서귀포시,서귀동,서귀동
제주특별자치도,서귀포시,서호동,서호동
제주특별자치도,서귀포시,서홍동,서홍동
제주특별자치도,서귀포시,성산읍,수산리 시흥리 난산리 신천리 신양리 삼달리 오조리 고성리 신풍리 온평리 성산리 신산리
제주특별자치도,서귀포시,신효동,신효동
제주특별자치도,서귀포시,안덕면,광평리 상천리 덕수리 동광리 사계리 감산리 대평리 창천리 상창리 화순리 서광리
제주특별자치도,서귀포시,영남동,영남동
제주특별자치도,서귀포시,월평동,월평동
제주특별자치도,서귀포시,중문동,중문동
제주특별자치도,서귀포시,토평동,토평동
제주특별자치도,서귀포시,표선면,하천리 토산리 성읍리 세화리 가시리 표선리
제주특별자치도,서귀포시,하예동,하예동
제주특별자치도,서귀포시,하원동,하원동
제주특별자치도,서귀포시,하효동,하효동
제주특별자치도,서귀포시,호근동,호근동
제주특별자치도,서귀포시,회수동,회수동
제주특별자치도,제주시,건입동,건입동
제주특별자치도,제주시,구좌읍,송당리 종달리 동복리 김녕리 행원리 세화리 상도리 하도리 한동리 덕천리 월정리 평대리
제주특별자치도,제주시,내도동,내도동
제주특별자치도,제주시,노형동,노형동
제주특별자치도,제주시,도남동,도남동
제주특별자치도,제주시,도두이동,도두이동
제주특별자치도,제주시,도두일동,도두일동
제주특별자치도,제주시,도련이동,도련이동
제주특별자치도,제주시,도련일동,도련일동
제주특별자치도,제주시,도평동,도평동
제주특별자치도,제주시,봉개동,봉개동
제주특별자치도,제주시,삼도이동,삼도이동
제주특별자치도,제주시,삼도일동,삼도일동
제주특별자치도,제주시,삼양삼동,삼양삼동
제주특별자치도,제주시,삼양이동,삼양이동
제주특별자치도,제주시,삼양일동,삼양일동
제주특별자치도,제주시,아라이동,아라이동
제주특별자치도,제주시,아라일동,아라일동
제주특별자치도,제주시,애월읍,광령2리 중엄리 귀일리 고내리 광령리 어도리 봉성리 어음1리 광령3리 하가리 곽지리 소길리 용흥리 고성리 동귀리 금성리 하귀2리 어음리 구엄리 수산리 어음2리 하귀1리 상가리 장전리 신엄리 애월리 유수암리 광령1리 납읍리 상귀리
제주특별자치도,제주시,연동,연동
제주특별자치도,제주시,영평동,영평동
제주특별자치도,제주시,오등동,오등동
제주특별자치도,제주시,오라삼동,오라삼동
제주특별자치도,제주시,오라이동,오라이동
제주특별자치도,제주시,오라일동,오라일동
제주특별자치도,제주시,외도이동,외도이동
제주특별자치도,제주시,외도일동,외도일동
제주특별자치도,제주시,용강동,용강동
제주특별자치도,제주시,용담삼동,용담삼동
제주특별자치도,제주시,용담이동,용담이동
제주특별자치도,제주시,용담일동,용담일동
제주특별자치도,제주시,우도면,조일리 오봉리 연평리 천진리 서광리
제주특별자치도,제주시,월평동,월평동
제주특별자치도,제주시,이도이동,이도이동
제주특별자치도,제주시,이도일동,이도일동
제주특별자치도,제주시,이호이동,이호이동
제주특별자치도,제주시,이호일동,이호일동
제주특별자치도,제주시,일도이동,일도이동
제주특별자치도,제주시,일도일동,일도일동
제주특별자치도,제주시,조천읍,선흘리 신촌리 조천리 함덕리 와산리 북촌리 대흘리 와흘리 교래리 신흥리
제주특별자치도,제주시,추자면,대서리 영흥리 신양리 예초리 묵리
제주특별자치도,제주시,한경면,용당리 낙천리 고산리 한원리 조수리 용수리 판포리 산양리 저지리 신창리 두모리 금등리 청수리
제주특별자치도,제주시,한림읍,금능리 월림리 대림리 옹포리 수원리 월령리 명월리 동명리 상대리 귀덕리 한수리 한림리 상명리 금악리 협재리
제주특별자치도,제주시,해안동,해안동
제주특별자치도,제주시,화북이동,화북이동
제주특별자치도,제주시,화북일동,화북일동
제주특별자치도,제주시,회천동,회천동
충청남도,계룡시,금암동,금암동
충청남도,계룡시,두마면,왕대리 두계리 입암리 농소리
충청남도,계룡시,신도안면,부남리 정장리 용동리 남선리 석계리
충청남도,계룡시,엄사면,도곡리 엄사리 향한리 광석리 유동리
충청남도,공주시,검상동,검상동
충청남도,공주시,계룡면,중장리 금대리 월암리 월곡리 죽곡리 화은리 내흥리 구왕리 봉명리 기산리 상성리 경천리 향지리 하대리 화헌리 유평리 양화리
충청남도,공주시,교동,교동
충청남도,공주시,금성동,금성동
충청남도,공주시,금학동,금학동
충청남도,공주시,금흥동,금흥동
충청남도,공주시,동현동,동현동
충청남도,공주시,무릉동,무릉동
충청남도,공주시,반죽동,반죽동
충청남도,공주시,반포면,하신리 온천리 송곡리 봉곡리 상신리 공암리 학봉리 마암리
충청남도,공주시,봉정동,봉정동
충청남도,공주시,봉황동,봉황동
충청남도,공주시,사곡면,해월리 운암리 신영리 월가리 화월리 부곡리 가교리 유룡리 계실리 호계리 고당리 회학리 대중리
충청남도,공주시,산성동,산성동
충청남도,공주시,상왕동,상왕동
충청남도,공주시,석장리동,석장리동
충청남도,공주시,소학동,소학동
충청남도,공주시,송선동,송선동
충청남도,공주시,신관동,신관동
충청남도,공주시,신기동,신기동
충청남도,공주시,신풍면,화흥리 봉갑리 쌍대리 용수리 백룡리 동원리 산정리 대룡리 선학리 입동리 조평리 영정리 청흥리 평소리
충청남도,공주시,쌍신동,쌍신동
충청남도,공주시,오곡동,오곡동
충청남도,공주시,옥룡동,옥룡동
충청남도,공주시,우성면,상서리 반촌리 죽당리 목천리 보흥리 어천리 평목리 단지리 대성리 안양리 귀산리 오동리 한천리 동대리 봉현리 도천리 용봉리 방흥리 옥성리 동곡리 방문리 내산리 신웅리
충청남도,공주시,웅진동,웅진동
충청남도,공주시,월미동,월미동
충청남도,공주시,월송동,월송동
충청남도,공주시,유구읍,추계리 백교리 석남리 녹천리 명곡리 구계리 연종리 입석리 유구리 만천리 신달리 탑곡리 노동리 세동리 신영리 덕곡리 문금리 동해리
충청남도,공주시,의당면,도신리 월곡리 두만리 청룡리 오인리 요룡리 가산리 덕학리 율정리 수촌리 중흥리 유계리
