year,region,tags,title,background,content,effect
2023,경기도 안양시,청년 주거 복지,청년주택 지속 공급,"안양시는 가용토지가 부족하고 높은 주택가격으로 청년인구 유출이 증가하고 있음  
주택가격 상승과 고금리로 청년들의 주거비용 부담이 가중되고 있음
개발제한구역 해제 및 재개발·재건축 시 용적률 완화를 통해 청년주택을 확보하고 저렴하게 분양·임대하여 청년 주거 안정에 기여하고자 함","안양8동 도시재생뉴딜사업과 덕현지구 청년임대주택 공급이 진행 중이며, 2024년에는 비산초교 주변 재개발로 133세대가 입주 예정임
청년임대주택 청약신청은 홈페이지(https://auchome.auc.or.kr/)를 통해 가능하며, 청년들의 안정적인 주거생활을 지원함
사업기간은 2018~2032년으로, 총사업비 50,478백만 원을 투자하여 무주택 청년 및 신혼부부를 위한 중장기적 청년주택 공급을 목표로 함","청년의 주거비 부담 완화 및 지역 내 안정 정착 유도하게 됨
청년주택 공급 확대로 30~34세 청년인구 소폭 증가, 출생아 수 증가함"
2022,경기도 안양시,청년 교육,청년행복인턴십,"청년들의 공공분야 일자리 선호 욕구 충족 및 공공서비스 인력난 해소가 필요함
미취업 청년에게 직장 체험 및 소득 창출 기회를 제공함으로써 코로나로 위축된 청년의 구직활동을 촉진하고자 함","안양시 거주 만 19세~39세 취업취약계층 청년을 대상으로 청년행복인턴십 사업을 추진함
시청 및 소속기관 10개소에서 근무하며 행정·복지 실무 위주의 업무 지원을 경험할 수 있도록 함","코로나로 인한 행정·복지서비스 증대에 따른 인력난 해소에 기여함
고물가, 저성장 경제구조 속 노동시장 진입이 어려운 청년에게 양질의 일자리를 제공함
공공분야의 다양한 실무경험을 통한 취업 역량 강화 및 저소득 취약계층 청년의 소득보전에 기여함"
2021,경기도 안양시,청년 교육 문화,안양시 청년 해외봉사단,"2009년 7월，인도네시아 찌아찌아족이 한글을 공식 표기어로 채택하여 사용중임
그러나 2012년 8월 이후 정부의 지원이 끊어짐
그럼에도 한국어에 대한 배움의 욕구가 강한 현지 학생을 위한 해외 자원봉사활동을 전개하고자 함","해외 자원봉사활동에 관심이 있는 안양시 소속 청년(39명)이 활동함
영상 콘텐츠 제작 및 공유활동 등 현지학생들과 소통하는 활동을 수행함
현지와의 영상공유는 총 4회실시했으며 봉사자는 39명, 대상자는 120명임","영상 콘텐츠 제작 및 공유를 통해 현지 학생의 한국문화에 대한 욕구를 충족시킴
청년 스스로 현지 욕구에 맞춘 영상물을 기획 및 제작으로 사회참여 역량을 제고함"
2021,경기도 안양시,청년 교육,청년 어학시험 응시료 지원,"청년 구직활동에 필요한 어학시험 응시료를 지원하여 청년의 역량 강화 및 경제적 부담을 경감하고자 함
시험응시일, 신청일 모두 주민등록상 안양시에 거주하는 19세〜39세 미취업 청년을 대상으로 2022년 어학시험（18종）응시자에게 지원함
1 인당 연 1 회 어학시험 응시료 실비는 최대 10만원임
소요예산은 약 60,000천원임","온라인 접수를 통해 분기별로 접수 신청을 받음
서류심사를 거쳐 선정자에게 문자 통보 및 계좌입금을 진행함
지원자는 385명이며, 20,000천원의 지원을 받음","2022년 어학시험 종류 및 지원 인원을 확대 추진함
지원인원은 총 400명에서 1,000명으로 확대함
시험종류는2종（토익，토익스피킹）에서 18종（언어별 어학시험）으로 확대함"
2021,경기도 안양시,청년 주거 복지,청년 월세 지원,늘어나는 1인 청년가구의 주거비 부담을 덜어줌으로써 생활 안정 및 주거 독립 지원하고자 함,"보건복지부 사회보장제도 신설 협의가 완료되었으며 2021년 3월 22일부터 4월 2일까지 지원대상자 모집이 진행되었고 75명이 선정됨
지원 실적은 75명에게 150,000천원의 예산을 배정하고 143,000천원이 집행됨
사회보장제도의 확대와 지원을 통해 청년들의 주거 안정 및 생활 향상을 기대함","월 임차료 지원을 통해 무주택 1 인가구 청년들의 주거비 부담 경감됨
청년들의 주거비 부담 경감을 통해 주거 독립 지원함"
2021,경기도 안양시,청년,청년창업펀드 921억조성,청년 기업에게 과감한 직접 투자자금 지원으로 유망 청년 기업의 적극적인 유치·육성 및 혁신창업 토대를 구축하고자 함,"펀드 조성 계획을 2018년도에 수립하였으며 관련 조례 개정이 2019년 3월 5일에 공포되어 펀드 결성 8억 원 규모로 이루어졌으며 2개 투자 운용사와 협약을 체결함
그리고 펀드 추가 결성되어 최종 921억 원 규모로 결성됨","청년창업가에 대한 과감한 지원을 통해 청년들의 혁신적인 창업 토대를 구축함
중소기업과 벤처기업에 대한 경영 부담을 덜어줌"
2021,경기도 안양시,청년 교육,안양 청년층 면접지원 서비스,청년들이 자신감을 갖고 면접에 임하여 취업에 성공할 수 있도록 정장무료대여 및 헤어·메이크업 서비스를 지원함,"안양청년옷장에서는 면접용 정장을 무료로 대여해 주며 대여업체인 열린옷장(서울)과 무토벨라(안양)에서 대여 가능함
대여 기간은 3박 4일이며 연간 5회까지 대여할 수 있음
면접 스타일링 지원은 헤어 및 메이크업 비용을 지원하며 연간 5회까지 이용 가능함
이용 금액은 1회당 3만원이며 지정된 미용실에서 사전 신청 후 이용하며 청년들은 면접 준비에 필요한 비용을 절감할 수 있음",안양 청년 옷장의 경우 2021 년 관내 업체를 새롭게 추가하고 시민들의 접근성 향상과 이용자의 83%가 편리한 대여방법과 친절한 서비스 등 만족함
2021,경기도 안양시,청년,유망 창업기업(Blue 100) 육성,청년기업 집중육성으로 우수 청년인재의 관내 적극 유입 및 발굴 및 '청년이 찾아오는 안양' 구축하고자 함,"청년 창업 펀드와 연계하여 집중 육성을 추진하며 청년 오피스 액셀러레이팅과 개별 지원사업을 지속적으로 운영함
「Blue 1OO」 인증을 수여한 후 해당 기업은 안양시 유망 강소기업으로 성장할 수 있도록 지원됨
유망 창업 기업에는 시 기업 지원 사업 우선 선정과 가산점이 부여되며
기업 집중 성장을 위해 공간, 자금, 멘토링 등 맞춤형 자원을 지원함","2021년 12월 말 기준으로 103개의 업체가 선정되었으며 예비 창업부터 창업 초기, 도약기, 유망 창업기업 인증, 성장기업 등 단계별로 지원을 통해 유망 강소기업을 집중적으로 육성함
청년 창업을 활성화하고 지역 내 일자리 창출에 기여함"
,경기도 안양시,청년 주거 복지,청년주택 지속 공급,"안양시는 가용토지가 부족하고 높은 주택가격으로 청년인구 유출이 증가하고 있음  
주택가격 상승과 고금리로 청년들의 주거비용 부담이 가중되고 있음
개발제한구역 해제 및 재개발·재건축 시 용적률 완화를 통해 청년주택을 확보하고 저렴하게 분양·임대하여 청년 주거 안정에 기여하고자 함","안양8동 도시재생뉴딜사업과 덕현지구 청년임대주택 공급이 진행 중이며, 2024년에는 비산초교 주변 재개발로 133세대가 입주 예정임
청년임대주택 청약신청은 홈페이지(https://auchome.auc.or.kr/)를 통해 가능하며, 청년들의 안정적인 주거생활을 지원함
사업기간은 2018~2032년으로, 총사업비 50,478백만 원을 투자하여 무주택 청년 및 신혼부부를 위한 중장기적 청년주택 공급을 목표로 함","청년의 주거비 부담 완화 및 지역 내 안정 정착 유도하게 됨
청년주택 공급 확대로 30~34세 청년인구 소폭 증가, 출생아 수 증가함"
2022,경기도 안양시,복지,중첩규제 개선으로 병원 내 멸균분쇄시설 설치를 현실화하다,"병원에서 배출되는 의료폐기물은 감염의 우려로 인해 외부의 전용소각장에서 처리해 왔음
하지만 전용소각장은 전국에 14개뿐이며, 특히 발생량의 절반을 차지하는 수도권에는 단 3개에 불과해 장거리 운송 과정에서 차량사고 등 돌발상황으로 인한 2차 감염 위험이 존재했음
또한 소각장 설치를 둘러싼 사회적 갈등, 높은 폐기물 처리비용으로 인한 의료수가 조정 문제가 국민들의 부담으로 이어지고 있음","안양시는 문제 해결을 위해 병원 내에서 멸균, 분쇄과정을 거쳐 부피를 최대 80%까지 줄인 후 일반폐기물로 배출하는 방법인 멸균분쇄시설에 주목함
하지만 학교 주변 200m 이내 폐기물 설치를 금지하는 교육환경법 및 주거∙상업지역의 폐기물 시설 설치를 금지하는 건축용도 제한규제로 멸균분쇄시설 설치에 난항을 겪음
이에 행정안전부, 경기도, 국무조정실에 계속적 건의를 통한 교육환경법 시행령 제22조의 신설 및 국토교통부와 보건복지부의 유권해석 통합으로 규제를 개선함","의료폐기물을 병원에서 직접 처리함으로써 2차 감염의 위험을 최소화하여 국민의 안전을 확보함
멸균분쇄를 통해 연 1,685억 원의 의료폐기물 처리비용이 절감되고 이는 의료보험 수가에도 긍정적인 영향을 미침
탄소배출량 80% 감소로 친환경∙탄소중립에 기여하는 멸균분쇄 기술의 적극 활용을 통해 글로벌 신사업의 토대 마련이 기대됨"
2022,경기도 안양시,복지,독거노인 응급구호 및 고독사 예방을 위한 “고령자 스마트 안심서비스”,"고령사회로 진입이 임박하였지만 독거어르신들의 안전관리 준비는 미흡한 상황임
홀몸노인세대 증가에 따라 고독사율도 상승하였지만 긴급 구호체계가 취약함
첨단 IT 기술을 독거노인 안전관리에 적용, 응급안전 골든타임 확보가 필요함","4차 산업혁명 IoT 기술을 접목한 『고령자 스마트 안심서비스』 를 구축함
『긴급차량 우선신호 서비스』 추진에 따른 골든타임 확보로 긴급차량 출동시간 45% 단축으로 신속하게 사고·재난현장에 도착함
기운영 중인 市스마트센터 ↔ 119, 112상황실 ↔ 소방차, 경찰차 3자간 통신망 정보공유 시스템과 연계 활용하여 긴급 출동 보호체계를 강화함","실제 위험에 처한 어르신 88명의 생명을 구하는 효과를 확인함(월평균 약 5건의 어르신 생명과 안전을 보호함)
기관간의 역할 분담으로 보다 촘촘해진 안전망 구현함
최초로 독거노인 통신료 부담을 해결(전화 · 인터넷이용), 무료 이용 기반 서비스를 마련함"
2019,경기도 안양시,복지,6개 통합 장사시설 설치,장사시설 만장 도래에 따른 시민들의 안정적인 장례지원을 위하여 인근 타 도시의 공동형 종합장사시설 건립에 협조함,"화성시가 부지 제공 및 운영을 담당하고, 안양시를 포함한 인근 5개의 지자체가 사업비를 공동으로 부담하여 화성시 공동형 종합장사시설인 '함백산메모리얼파크(가칭)'를 건립함",6개 시가 합동으로 장사시설을 설립함으로써 예산을 절감하고 민원 발생을 최소화함
2019,경기도 안양시,교통,복합인지기술 개발추진,신속한 실종자 추적을 위한 복합인지기술 공동개발을 추진함,"실종인의 얼굴모습을 포함한 변화하는 모든 정보를 종합적으로 인식하여 실종자의 경로를 빠르게 추적할 수 있도록 하는 '복합인지기술'을 안양시, 한국과학기술원(KIST), 안양동안경찰서 등 3개 기관이 공동으로 개발함
기술 개발에 있어 기존 안양시 첨단 방범·교통망인 스마트도시통합센터의 CCTV 얼굴인식기술을 활용함","효과적 얼굴인식기술로 실종자 추적 시간이 단축되었음
또한 실종자의 나이에 대한 변환추이를 인지하는 기능도 탑재되어 장기실종자 추적이 가능해짐"
2019,경기도 안양시,복지,스마트폰 안심귀가 앱 11개 시 공동사용,늦은밤 안심 귀가를 위해 여성 및 학생의 개인 스마트폰과 방범CCTV를 연계한 서비스를 운영 중이나 인근 도시로 출퇴근 시 안양을 벗어나면 서비스 제공이 불가능함,지역적 한계를 벗어난 안전한 도시 조성을 위하여 기존 안양시가 운영하던 스마트폰 안전귀가서비스 프로그램을 협업 추진하여 인근 동일 7개 시에서 11개 시 생활권역으로 통합·확대 운영함,"스마트폰 안전귀가서비스 앱에 대한 특허 총 5개를 취득함
지역적 한계를 벗어난 것은 물론, 보다 많은 지역주민들이 안전귀가 서비스를 제공받음"
2019,경기도 안양시,복지 교육,안양·군포·의왕·과천 4개시 공동급식지원센터 운영,성장기 학생들의 건강한 식생활 및 학교급식의 질 향상을 위해 4개시가 학교급식지원센터의 공동운영을 추진함,"지리적으로 인접한 4개시가 학교급식지원센터를 공동으로 설립·운영함
학교급식에 사용되는 우수한 식재료의 효율적 공급, 식재료 안전성 관리체계 확립, 학부모 모니터링단 운영, 친환경 농장체험 운영 등 안전한 학교 급식을 지원함","식재료 공급체계 개선으로 식재료비 및 물류비 등 운영비 절감 효과를 가져옴
센터의 위상 및 기능이 확대되어, 공동구매사업 등 3개 시 전체 학교의 친환경 식재료에 대한 접근성과 경제적 효율성이 제고됨
학교급식의 질 향상으로 성장기 학생들의 건강에 기여함"
2019,경기도 안양시,복지,(경기 안양) 복지사각지대 카카오 발굴단,쉽고 편리한 SNS(카카오톡)를 활용하여 모든 시민들이 참여할 수 있는 촘촘한 복지사각지대 발굴체계 구축을 추진함,"업무협약을 맺은 25개 기관·단체의 검침원, 집배원, 야쿠르트배달원 등과 자율참여 시민으로 구성된 약 만명의 카카오발굴단을 구성함
복지상담 콜센터를 운영하여 카카오발굴단이 어려운 이웃 발견 시 카카오톡으로 신고하면, 카카오톡 신고 건에 대해 담당부서 연계 및 찾아가는 상담을 실시함
복지사각지대 관리를 위하여 지방문지도시스템 구축 및 복지자원관리시스템을 구축함
주민들이 부담없이 편리하게 소액기부할 수 있는 '기분좋은터치 십시일반' 등 '시민참여 전자기부시스템’을 구축함","각종 단체와 협력 및 이벤트 등을 통한 지속적인 발굴단 모집으로 2,870명으로 시작한 카카오 발굴단이 10,800명으로 확대됨
다양한 복지제도 및 복지콜센터 주요 문의사항을 알기 쉽게 영상으로 제작하여 사각지대 개선 및 편의성을 제고함
일반시민 누구나 접근하기 쉬운 카카오톡을 활용하여 간편하게 신고할 수 있게 함으로써 광범위한 복지사각지대 발굴체계를 구축함
접수된 신고를 원스톱 처리가 가능하도록 전담 인력을 운영하고 체계적인 사례관리, 복지자원관리를 통해 복지사각지대를 예방함"
2021,경기도 안양시,청년,경기 안양시 지방행정혁신 우수사례 도입 및 확산,"청년들의 취업준비 기간이 장기화되는 추세임
면접준비 비용 등 청년층 취업준비 비용 부담에 따른 방안 마련이 필요함","취업컨설팅, 청년 취업스터디 공간 대여, 취업 상설홍보관 운영 등 청년 구직활동 지원을 위한 '청년두드림공간'을 운영함
청년 실업대책 일환으로 면접을 앞둔 청년들이 정장구입에 대한 부담 없이 취업에 성공할 수 있도록 정장 무료대여 서비스를 제공하는 '안양청년옷장'을 운영함","청년층 미취업자에게 취업에 필요한 다양한 정보를 제공하고 취업에 대한 자신감을 고취함
정장 무료대여, 스타일링, 면접사진 촬영 비용 지원을 통해 청년들이 부담 없이 면접에 임할 수 있도록 지원함"
2021,경기도 안양시,복지,경기 안양시 보조금24제공 성과,"2021. 12. 16.부터 시민이 여러 웹사이트를 방문하지 않고도 '정부24'를 통해 수혜서비스를 쉽고 편리하게 확인할 수 있는 「보조금24」 서비스가 전국적으로 시행됨
시민들이 「보조금24」를 인지 및 이용할 수 있도록 적극적인 홍보가 필요함","보조금24 이용률 제고를 위해 온･오프라인 홍보활동울 강화하는 등 보조금24 활성화 추진계획울 수립하고 전 부서의 협조로 보조금24 이용 활성화를 적극 추진함
신청 활성화를 위하여 시 자체에서 보조금24 홍보영상을 제작하여 유튜브에 게시하고 영상홍보시스템을 마련함
언론보도, '안녕안양' 뉴스레터 이메일링 발송, 31대동 행정복지센터 홍보물 배부, 온라인 채널 게재 등 적극적인 홍보를 실시함","보조금24 정보 접근성 개선 및 편의성을 제고함
보조금24 적극 홍보를 통해 공공서비스 사각지대를 해소함"
2021,경기도 안양시,복지,경기 안양시 공공서비스 사각지대 해소 성과,"인구 고령화에 따른 노인 안전문제와 날로 증가하는 여성범죄, 하루 평균 7건 이상 일어나는 대중교통 운전자 폭행 등 사회적 약자를 위한 안전시스템 구축이 시급함","고령자의 응급상황 발생 시 ‘살려줘’, ‘도와줘’ 등 구조요청을 하면 음성인식 센서를 통하여 365일 24시간 안양시스마트도시통합센터 상황실과 자동 연결이 된 후 119가 출동하여 즉시 대응을 가능하게 하는 '고령자 응급상황 지원서비스'를 운영함
보안이 취약한 창문, 베란다 등에 침입감지 센서와 스마트스테이션을 설치하고, 스마트폰으로 연동하여 외부 침입 발생 시 SMS문자와 함께 경찰이 출동하는 '여성 거주지 안심 서비스'를 운영함
대중교통 운전자가 주행 중 비상상황 발생 시 비상버튼 단말기를 누르면 안양시스마트도시통합센터에서 긴급출동기관에 운전자 위치 정보를 전송하여 신속한 출동을 가능하게 하는 '대중교통 운전자 안심 서비스'를 운영함","고령자 응급상황 지원서비스로 실제 위험에 처한 어르신 101명의 생명을 구하는 효과를 확인함
대중교통 차량 내에서 운전자에 대한 폭력 등 사건･사고 시 순찰차 출동으로 대중교통 운전자 피해를 예방함"
2021,경기도 안양시,청년 복지,경기 안양시 주민참여 확대 및 정책화 성과,"안양시의 청년인구는 지속적인 감소추세를 보이는 반면, 안정적 일자리 마련 및 주거 문제 등 청년으로서 겪는 사회적 어려움은 증대함
이에따라 청년의 참여를 확대하고 청년정책 발전의 장을 마련할 필요성이 대두됨","청년정책, 청년참여소통, 청년일자리･창업, 청년주거, 청년공간의 카테고리로 구성된 온라인 청년정책 통합플랫폼 “안양청년광장”을 구축함
청년 일자리 및 창업 등 청년관련 정책을 발굴 및 제안하기 위한 '청년정책 서포터즈' 운영을 활성화함
현장중심 소통강화 네트워크 형성을 위해 '안양청년 소통DAY'를 운영함","공공정보 및 지원정책을 통합하고 제공하여 청년들의 정보 접근성 및 이용률을 제고함
청년들이 기획한 100% 비대면･온라인 2021년 안양청년축제 등 청년들이 시정에 직접참여하는 기회를 확대함
청년과의 소통 확대를 통해 ‘청년 마음읽기’ 도시로 안착하는 계기가 됨"
2021,경기도 안양시,교통,"도로는 시민 모두의 것, 안양시 똑똑한 “불법 주정차 예방시스템","불법 주정차는 보행사고 특히, 어린이, 학생의 안전한 등하굣길을 위협하고 있으며, 통학길 불법주차 근절을 위해 해당 장소에서 20분 이상 간격으로 최소 2개 이상의 증거 사진을 찍어야 하기에 과도한 행정비용이 발생해 효율적 대안이 필요함","초음파 센서가 장착된 음성안내 시스템을 불법 주정차 집중신고지역에 설치하여 운전자가 단속지역임을 스스로 인지해 교통사고예방, 시민 안전 확보, 단속인력 비용 절감에 이바지하는 '불법 주정차 예방시스템'을 운영함","2021년 5월 불법 주정차 예방시스템 설치 후, 상습 신고지역의 안전신문고 접수 건은 설치 전 1,733건(2021년 상반기)에서 211건(2021년 하반기)로 대폭 감소했으며, 단속인력 운용으로 과도하게 들였던 시간과 비용을 절약함"
2019,경기도 안양시,복지,원천기술 의약품주입펌프 규제 해소로 13조 시장 진입,"찾아가는 규제 신고센터 운영을 통해 기존 제품의 치명적 단점을 개선한 세계 최초 원천기술 의료기기를 개발하였으나, 단 한 대도 팔 수 없었던 한 중소기업의 애로사항을 접수함
원천기술의 핵심인 전용 소모품(실린더식 카트리지)의 품목이 신설되지 못하고, 별도의 보험급여가 책정되지 못했기 때문에 기업은 물건을 팔면 팔수록 손해가 발생하던 상황임
또 원천기술의 경우 국내의 기준이 곧 해외시장의 기준이 되기 때문에 해외 시장도 진입할 수 없었음","안양시는 ‘19. 1. 일반적인 규제 개선 트랙으로 과제의 개선이 어렵다는 판단하에 기업에게 산업융합 규제 샌드박스 임시허가 신청을 제안함
이와 병행하여 ‘19. 3. 약물주입속도에 따른 급여 제한의 불합리성을 주장하는 추가 규제개선 건의과제를 행정안전부와 중소벤처기업부에 제출함
‘19. 4월 드디어 보건복지부로부터 ’상한 금액 조정을 전제로 한 규제개선 수용‘ 의견을 얻었고 ’19. 8. 1. 보건복지부 고시 「요양급여의 적용기준 및 방법에 관한 세부사항」을 개정함","지난해 매출액이 30억 원에 불과했던 A업체는 올해 총매출액이 300억 원, 5년 안에 3조 원에 이를 것으로 전망함
세계 유일 우리의 원천기술 의약품 주입펌프로 13조 규모의 해외 시장과 2,500억 원 규모의 국내 시장에 독점 진출할 수 있게 되어 혁신 성장을 기대함"
2021,경기도 안양시,복지,신기술 관리솔루션(시스템) 중심의 상시점검 방식 허용,"자동심장충격기는 온·습도 등 환경에 매우 민감한 기계적 특성이 있고 육안으로 점검할 수 없는 미작동 오류사항도 많아 ""월 1회 인력 중심”의 관리로는 자동심장충격기의 실시간 정상작동을 담보할 수 없음","인력 중심 점검 방식뿐 아니라, 신기술 관리솔루션(시스템) 중심의 상시점검 방식을 허용함","자동심장충격기 점검의 정확성을 높이고, 부실관리 실태를 해결하여 국민 생명 보호에 기여함"
2021,경기도 안양시,복지,도심지 병원 내 멸균분쇄시설 설치가 가능해져 의료폐기물 적체 완화,교육환경 보호구역 내 폐기물 처리행위 및 시설 설치가 금지되어 수도권 지역 대부분의 병원이 병원 내 의료폐기물 멸균분쇄시설을 설치할 수 없어 지방의 소각시설까지 의료폐기물 이동 과정에서 감염위험이 상존함,교육환경법 시행령의 개정으로 교육환경보호구역 내 병원에 멸균분쇄시설 설치가 가능해짐,"2차 감염위험 예방, 폐기물 처리단가의 획기적 절감, 의료폐기물 처리 신기술의 개발의 기반을 마련함"
2021,경기도 안양시,복지,loT 기반 자동심장충격기 통합관리플랫폼 시장 진입,"loT(사물인터넷) 기반 자동심장충격기 통합관리플랫폼은 제품의 혁신성에도 불구하고, 타사 의료기기 융합 제품이라는 특성상 자사 제품만을 판매하도록 하는 입지규제로 인해 시장에 진입하지 못함",규제샌드박스 임시허가를 실행함,"18조 규모 의료사물인터넷 시장에 진입함
자동심장충격기 관리부실 문제 해결을 통한 급성심정지 환자의 골든아워 내 생명구조가 가능함"
2021,경기도 안양시,복지,의약품 품목 및 급여기준 도입으로 의약품 주입펌프 13조 규모 세계시장 진입 계기,"세계최초 개발된 실린더식 의약품주입펌프는 제품의 혁신성에도 불구하고, 의약품 품목 및 급여기준의 부재로 의료시장에 진입하지 못함",의약품 품목 신설 및 요양급여 산정으로 시장에 진입함,기존 제품의 치명적 의료사고 해결 및 정확한 약물주입으로 중환자·영유아 치료효과를 극대화함
2021,경기도 안양시,교통,자율주행 실험차량의 일반도로 임시운행 허가로 전장부품 기업 활성화 지원,차량의 일반도로 주행규제로 인해 자율주행 인공지능 개발을 위한 실험차량이 수입차량이라는 이유로 자율주행 실험을 위한 일반도로 임시운행 허가가 불가능함,수입 테스팅차량의 자기인증 면제 및 일반도로 임시운행 허가로 자율주행 기술고도화의 기반을 마련함,"자율주행 신기술 360조 규모 자율주행 시장 진입, 자율 주행 기술 고도화 및 150여 개의 관련 산업군을 활성화 시킴"
2021,경기도 안양시,복지,병원 의료폐기물 멸균분쇄기 설치 기반 마련,"의료폐기물 전용 소각장의 부족으로 감염 위험이 높은 의료폐기물을 장거리 운반함
이동 없이 병원 내에서 멸균 분쇄 장비로 의료폐기물 폐기가 가능함
하지만 교육 환경 보호 법령으로 학교 근처에서 멸균 분쇄시설 폐기물처리 시설 설치가 불가함","19년 찾아가는 규제 신고센터를 통해 규제를 발굴함
규제샌드 박스 신청과 행안부, 국조실 등에 규제 개선 지속적으로 건의함
20년 9월 교육환경법 시행령 개정으로 ‘의료폐기물 멸균분쇄시설 허용’이라는 예외 규정을 신설함","의료폐기물 이동을 최소화하여 2차 감염 가능성을 낮춤
병원의 폐기물 처리 비용 절감으로 병원 재정 개선 및 의료수가 합리화에 기여함
추가적인 관련 규제 해소로 최종적인 의료폐기물 적체 문제 해소를 위해 노력함"
2021,경기도 안양시,교통,7년의 기다림 끝에 빛을 본 그린뉴딜 신기술,"13년 세계 최초 자동디밍 절전형 교통 신호등을 개발하였지만 신기술 적용 신호등 성능평가 규격 부재로 7년 간 상용화가 어려워짐
규제개선 이후, 유예기간 없이 신설된 신호등 외함의 난연성 기준으로 전체 신호등 업체의 판로가 봉쇄됨","경찰청 협의 및 행안부 민생규제 혁신과제를 건의함
경찰청 LED 교통신호등 표준지침을 개정함","200억 규모 LED 신호등 국내 시장에 절전형 자동디밍 교통 신호등을 도입함
전력 낭비를 줄여 친환경 그린뉴딜 정책에 부응함"
2019,경기도 안양시,문화,일상과 예술의 벽을 허물다 - 걸어서 범계 속으로,"범계동 문화의 거리는 안양지역 최대 번화가로 젊은층을 중심으로 유동인구가 많으며 백화점, 영화관, 예식장 등이 몰려 있으나, 주민이 함께 즐기는 다양한 문화예술 콘텐츠는 부족하다는 문제의식이 존재함","태극기 휘날리는 거리를 조성함
쓰레기 무단투기 방지를 위한 환경미화원 스티커를 부착함
문화의 거리 내 그림타일을 설치함",안양 최대 번화가인 범계동 문화의 거리를 주민이 함께 즐기는 문화예술의 거리로 조성함
2023,경기도 의왕시,청년 주거 복지,의왕시 청년 이사비 지원사업,청년가구의 잦은 이사로 인한 주거 불안정과 주거비 부담 과중됨,"청년들의 이사비 부담 완화를 위해 청년 이사비 지원사업 신설함
2023년 시범사업 실시(2023년 7~12월) : 10명 / 2,502천 원 지원함
시범사업 실시 후 지원자 증가하여 2024년 두 달간 9명 / 2,502천 원 지원함","청년들의 이사비 부담 완화를 위해 청년 이사비 지원사업 신설함
2023년 시범사업 실시(2023년 7~12월) : 10명 / 2,502천 원 지원함"
,경기도 의왕시,청년 주거 복지,의왕시 청년 이사비 지원사업,청년가구의 잦은 이사로 인한 주거 불안정과 주거비 부담 과중됨,"청년들의 이사비 부담 완화를 위해 청년 이사비 지원사업 신설함
2023년 시범사업 실시(2023년 7~12월) : 10명 / 2,502천 원 지원함
시범사업 실시 후 지원자 증가하여 2024년 두 달간 9명 / 2,502천 원 지원함","청년들의 이사비 부담 완화를 위해 청년 이사비 지원사업 신설함
2023년 시범사업 실시(2023년 7~12월) : 10명 / 2,502천 원 지원함"
2022,경기도 의왕시,문화 복지 교육,놀이터 플러스 사업(경기 의왕시),"‘의왕시 아동 여가활동 실태조사’ 결과에 의하면 주로 핸드폰이나 게임, TV 시청을 하며, 밖에서 친구들과 놀거나 가족과의 활동은 매우 부족한 것으로 나타남
‘의왕시 아동 친화도 조사’에서는 ‘놀이와 여가’ 영역의 만족도가 상대적으로 낮고, 놀이 프로그램에 대한 요구가 높은 것으로 확인됨","어린이공원, 놀이터, 체육공원 등에서 만 4세 이상의 아동들을 대상으로 놀이터별로 차별화된 주제의 놀이 프로그램을 정기적으로 운영함
40명의 아동과 40명의 시민이 놀이터조사를 위해 참여한 ‘놀이터 프렌즈’를 운영해서 놀이터 조성부터 놀이터시설 모니터링과 순찰, 관리까지 아동과 시민이 참여하는 놀이 공간을 조성하기 위해 노력함
의왕 에코어드벤처, 아이사랑 놀이터, 기후 친화형 놀이터, 책 놀이터, 플레이 랩 창작놀이터, 세대통합형 놀이터 등 총 6개소의 특색 있는 놀이터시설을 확충함","놀이시설 위주의 놀이터 개념에서 벗어나 자유로운 에너지 발산을 위한 창의적인 공간으로 놀이터의 개념을 확대함
프로그램을 통해 또래 집단과의 활동으로 아동의 신체 놀이 활성화에 기여함
아동을 권리의 주체로 인식하여 '놀 권리'에 초점을 맞춘 정책 추진으로 아동이 존중받는 행복한 도시를 조성함으로써 저출산과 인구소멸 위기에 대응함"
2020,경기도 의왕시,복지 주거,민관이 함께하는 '오전주민 돌봄하우스',"도시재생이 시급한 오전동 지역 사회적 약자의 주거환경은 더 열악해지고 지역사회 돌봄 서비스가 부족하여 시설 돌봄에 의존함
하지만 시설 돌봄 의존은 당사자의 인권과 삶의 질 저하로 악순환이 이어짐
또한 오전동 주거 중심 지역에 복지형, 생활형 공유 공간 부족으로 지역사회 중심의 돌봄 서비스 필요성을 인식함","민･관이 함께 취약계층을 대상으로 복지 서비스를 통합･연계 지원하는 '지역사회 통합 돌봄' 플랫폼을 구축함
취약계층을 위한 지역 건강지원, 소외계층 지원, 주민화합 지원 등 각 분야의 다양한 프로그램을 진행함
지역주민 돌봄 체계 속 네트워크망을 통해 복지 사각지대의 위기가구를 발굴(84명), 대상자별 맞춤형 복지 서비스를 연계하여 사회적 고립을 미연에 방지를 위해 노력함","기존 시설 재배치로 유휴 공간을 활용하고 같은 층 내 육아 나눔터, 청소년 꿈누리 카페, 도서관 등과 융합적 서비스를 제공함
복지 사각지대에 놓여 돌봄이 필요한 사회적 고립 주민과 소통 및 상담을 통해 복지관계망을 형성함
지역 주민 간 공동체 의식을 형성하여 지역사회로 재환원시키는 시스템 구축하고, 지역 문제를 주민이 주도적으로 책임감 있게 해결하는 공공서비스 모델로 정착함"
